sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
3491;http://www.opengis.net/def/sensors/types/examples/SDS011;1760;52.480;13.422;2019-07-11T07:18:36;6.60;;;4.10;;
3491;http://www.opengis.net/def/sensors/types/examples/SDS011;1760;52.480;13.422;2019-07-11T07:21:05;4.57;;;3.00;;
3491;http://www.opengis.net/def/sensors/types/examples/SDS011;1760;52.480;13.422;2019-07-11T07:23:33;5.03;;;3.63;;
3491;http://www.opengis.net/def/sensors/types/examples/SDS011;1760;52.480;13.422;2019-07-11T07:26:01;4.60;;;3.37;;
3491;http://www.opengis.net/def/sensors/types/examples/SDS011;1760;52.480;13.422;2019-07-11T07:28:30;9.20;;;3.80;;
3491;http://www.opengis.net/def/sensors/types/examples/SDS011;1760;52.480;13.422;2019-07-11T07:30:58;8.03;;;4.23;;
3491;http://www.opengis.net/def/sensors/types/examples/SDS011;1760;52.480;13.422;2019-07-11T07:33:26;5.60;;;3.37;;
3491;http://www.opengis.net/def/sensors/types/examples/SDS011;1760;52.480;13.422;2019-07-11T07:35:54;6.40;;;2.90;;
3491;http://www.opengis.net/def/sensors/types/examples/SDS011;1760;52.480;13.422;2019-07-11T07:38:23;4.80;;;3.60;;
3491;http://www.opengis.net/def/sensors/types/examples/SDS011;1760;52.480;13.422;2019-07-11T07:40:51;4.00;;;2.80;;
3491;http://www.opengis.net/def/sensors/types/examples/SDS011;1760;52.480;13.422;2019-07-11T07:43:19;3.40;;;2.70;;
3491;http://www.opengis.net/def/sensors/types/examples/SDS011;1760;52.480;13.422;2019-07-11T07:45:48;5.20;;;3.17;;
3491;http://www.opengis.net/def/sensors/types/examples/SDS011;1760;52.480;13.422;2019-07-11T07:48:16;8.37;;;3.80;;
3491;http://www.opengis.net/def/sensors/types/examples/SDS011;1760;52.480;13.422;2019-07-11T07:50:45;7.23;;;2.90;;
3491;http://www.opengis.net/def/sensors/types/examples/SDS011;1760;52.480;13.422;2019-07-11T07:53:14;3.00;;;2.70;;
3491;http://www.opengis.net/def/sensors/types/examples/SDS011;1760;52.480;13.422;2019-07-11T07:55:42;4.67;;;2.90;;
3491;http://www.opengis.net/def/sensors/types/examples/SDS011;1760;52.480;13.422;2019-07-11T07:58:12;3.57;;;3.07;;
3491;http://www.opengis.net/def/sensors/types/examples/SDS011;1760;52.480;13.422;2019-07-11T08:00:40;6.03;;;3.53;;
3491;http://www.opengis.net/def/sensors/types/examples/SDS011;1760;52.480;13.422;2019-07-11T08:03:08;3.63;;;3.07;;
3491;http://www.opengis.net/def/sensors/types/examples/SDS011;1760;52.480;13.422;2019-07-11T08:05:37;4.57;;;3.30;;
3491;http://www.opengis.net/def/sensors/types/examples/SDS011;1760;52.480;13.422;2019-07-11T08:08:05;4.37;;;2.87;;
3491;http://www.opengis.net/def/sensors/types/examples/SDS011;1760;52.480;13.422;2019-07-11T08:10:34;5.87;;;3.00;;
3491;http://www.opengis.net/def/sensors/types/examples/SDS011;1760;52.480;13.422;2019-07-11T08:13:03;3.87;;;3.30;;
3491;http://www.opengis.net/def/sensors/types/examples/SDS011;1760;52.480;13.422;2019-07-11T08:15:31;4.77;;;2.60;;
